City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
82,Flinders,AU,2022-12-04 21:04:34,-34.5833,150.8552,72.05,77,6,5.99
83,Ponta Do Sol,PT,2022-12-04 21:02:48,32.6667,-17.1,63.01,82,100,20.15
84,Zuwarah,LY,2022-12-04 21:04:35,32.9312,12.082,66.25,45,0,5.3
85,Hualmay,PE,2022-12-04 21:04:35,-11.0964,-77.6139,70.52,71,6,8.7
86,Berovo,MK,2022-12-04 21:04:35,41.7031,22.8578,41.52,95,100,3.71
87,Kruisfontein,ZA,2022-12-04 21:05:36,-34.0033,24.7314,62.89,80,59,5.88
88,Atuona,PF,2022-12-04 21:05:36,-9.8,-139.0333,77.32,80,17,15.99
89,Mabaruma,GY,2022-12-04 21:03:19,8.2,-59.7833,74.52,97,99,2.57
90,Villars-Sur-Glane,CH,2022-12-04 21:05:37,46.7905,7.1172,38.5,80,100,2.3
91,Ilulissat,GL,2022-12-04 21:03:58,69.2167,-51.1,32.02,74,100,3.44
92,Mahenge,TZ,2022-12-04 21:05:37,-8.6833,36.7167,65.75,72,33,2.33
93,Karpathos,GR,2022-12-04 21:03:11,35.507,27.2132,58.96,72,1,10.36
94,Terra Nova,BR,2022-12-04 21:02:29,-12.3667,-40.6667,68.85,89,100,6.11
95,Manyana,BW,2022-12-04 21:05:38,-23.4,21.7167,82.29,28,36,6.96
96,Port Alfred,ZA,2022-12-04 21:03:37,-33.5906,26.891,65.17,88,100,1.01
97,Nikolskoye,RU,2022-12-04 21:05:39,59.7035,30.7861,24.69,95,100,7.36
98,Necochea,AR,2022-12-04 21:05:39,-38.5473,-58.7368,68.07,62,0,12.1
99,Chapaevsk,RU,2022-12-04 21:05:39,52.9813,49.7112,11.48,83,97,6.58
100,Taungdwingyi,MM,2022-12-04 21:05:40,20.0167,95.55,70.83,76,95,4.45
101,Makakilo City,US,2022-12-04 21:05:40,21.3469,-158.0858,80.92,64,75,10.36
102,Puerto Carreno,CO,2022-12-04 21:05:40,6.189,-67.4859,85.06,62,66,12.59
103,Cidreira,BR,2022-12-04 21:05:41,-30.1811,-50.2056,73.63,89,91,5.57
104,Ayan,RU,2022-12-04 21:05:41,56.45,138.1667,2.1,63,100,13.02
105,Todos Santos,MX,2022-12-04 21:01:17,23.45,-110.2167,86.31,75,100,8.55
106,Monterey,US,2022-12-04 21:04:11,36.2505,-121.2516,54.18,1,81,1.92
107,Grindavik,IS,2022-12-04 21:05:42,63.8424,-22.4338,37.87,100,40,4.61
108,Miri,MY,2022-12-04 21:01:28,4.4148,114.0089,75.24,94,70,3.89
109,Hithadhoo,MV,2022-12-04 21:03:21,-0.6,73.0833,81.75,76,100,10.0
110,Chernukha,RU,2022-12-04 21:05:42,55.5974,43.7556,-0.35,97,11,3.0
111,Tynda,RU,2022-12-04 21:05:43,55.1667,124.7167,-8.59,88,100,4.21
112,Jamestown,US,2022-12-04 21:05:43,42.097,-79.2353,36.01,43,0,13.8
113,Hay River,CA,2022-12-04 21:05:44,60.8156,-115.7999,4.48,90,100,12.12
114,Tiksi,RU,2022-12-04 21:05:44,71.6872,128.8694,-6.0,98,100,9.73
115,Kahului,US,2022-12-04 21:02:05,20.8947,-156.47,81.84,72,98,13.0
116,Hovd,MN,2022-12-04 21:02:09,48.0056,91.6419,0.9,79,100,1.3
117,Pisco,PE,2022-12-04 21:05:45,-13.7,-76.2167,69.85,73,0,9.22
118,Bilara,IN,2022-12-04 21:02:14,26.1792,73.7056,61.48,30,0,7.05
119,Byron Bay,AU,2022-12-04 21:01:37,-28.65,153.6167,67.71,85,91,10.96
120,Darlawn,IN,2022-12-04 21:05:46,24.0167,92.9,55.45,95,6,2.93
121,Tasiilaq,GL,2022-12-04 21:05:46,65.6145,-37.6368,26.76,65,4,3.62
122,Khatanga,RU,2022-12-04 21:05:46,71.9667,102.5,-1.7,90,100,9.06
123,Nanma,CN,2022-12-04 21:05:16,36.1817,118.1583,28.99,38,99,0.96
124,Petropavlovsk-Kamchatskiy,RU,2022-12-04 21:01:04,53.0452,158.6483,1.99,66,0,6.71
125,Lebu,CL,2022-12-04 21:02:43,-37.6167,-73.65,60.89,72,0,14.2
126,Whitehorse,CA,2022-12-04 21:05:47,60.7161,-135.0538,23.09,79,64,4.0
127,Turochak,RU,2022-12-04 21:05:47,52.2576,87.1224,-7.01,98,57,1.97
128,Arman,RU,2022-12-04 21:05:35,59.7,150.1667,-14.42,85,29,8.23
129,Kirakira,SB,2022-12-04 21:05:48,-10.4544,161.9205,80.96,82,100,8.41
130,Ucluelet,CA,2022-12-04 21:05:48,48.9329,-125.5528,44.1,80,68,6.53
131,San Quintin,MX,2022-12-04 21:05:35,30.4833,-115.95,66.04,68,100,12.77
132,Watsa,CD,2022-12-04 21:05:49,3.0372,29.5355,63.55,97,71,1.95
133,Garango,BF,2022-12-04 21:05:49,11.8,-0.5506,84.27,22,40,9.15
134,Buin,CL,2022-12-04 21:05:50,-33.7333,-70.75,91.06,18,1,12.93
135,Dikson,RU,2022-12-04 21:06:50,73.5069,80.5464,30.11,86,100,22.57
136,Port Blair,IN,2022-12-04 21:06:51,11.6667,92.75,79.9,80,98,12.3
137,Ust-Karsk,RU,2022-12-04 21:06:51,52.7011,118.8077,-16.73,99,69,4.12
138,Yarmouth,US,2022-12-04 21:06:51,41.7057,-70.2286,41.97,59,0,11.01
139,Bubaque,GW,2022-12-04 21:06:52,11.2833,-15.8333,80.31,64,94,11.14
140,Cockburn Town,TC,2022-12-04 21:06:52,21.4612,-71.1419,78.76,57,75,12.66
141,Sitka,US,2022-12-04 21:06:53,57.0531,-135.33,35.49,75,40,4.61
142,Manati,PR,2022-12-04 21:06:53,18.4275,-66.4921,81.72,75,6,12.1
143,Chokurdakh,RU,2022-12-04 21:06:54,70.6333,147.9167,-38.7,100,43,2.64
144,Saskylakh,RU,2022-12-04 21:06:54,71.9167,114.0833,-10.26,96,100,16.98
145,Segezha,RU,2022-12-04 21:04:53,63.7415,34.3222,21.2,92,100,8.3
146,Saint-Joseph,RE,2022-12-04 21:06:54,-21.3667,55.6167,71.98,81,71,8.55
147,Fairbanks,US,2022-12-04 21:05:32,64.8378,-147.7164,18.09,92,0,4.61
148,Husavik,IS,2022-12-04 21:06:55,66.0449,-17.3389,32.04,69,85,7.67
149,Pangnirtung,CA,2022-12-04 21:06:55,66.1451,-65.7125,28.13,88,100,12.3
150,Neuquen,AR,2022-12-04 21:06:56,-38.9516,-68.0591,82.29,23,0,3.44
151,Souillac,MU,2022-12-04 21:06:56,-20.5167,57.5167,75.29,79,75,10.0
152,Bathsheba,BB,2022-12-04 21:06:57,13.2167,-59.5167,81.21,83,40,2.3
153,Waipawa,NZ,2022-12-04 21:06:57,-41.4122,175.5153,59.58,76,36,5.79
154,Saryg-Sep,RU,2022-12-04 21:06:57,51.5,95.6,-18.35,98,100,1.41
155,Tucurui,BR,2022-12-04 21:06:58,-3.7661,-49.6725,78.13,85,93,2.55
156,Lompoc,US,2022-12-04 21:05:09,34.6391,-120.4579,64.85,73,20,6.91
157,Harrisonburg,US,2022-12-04 21:06:58,38.4496,-78.8689,47.68,37,0,0.0
158,Sobolevo,RU,2022-12-04 21:06:59,54.4299,31.8996,14.49,87,100,9.78
159,Carnarvon,AU,2022-12-04 21:06:59,-24.8667,113.6333,69.1,81,35,17.72
160,Sarankhola,BD,2022-12-04 21:07:00,22.3082,89.7897,61.84,77,1,5.32
161,Fare,PF,2022-12-04 21:07:00,-16.7,-151.0167,80.28,72,4,16.06
162,Gwembe,ZM,2022-12-04 21:07:01,-16.4975,27.6069,73.04,37,1,3.2
163,Barrhead,GB,2022-12-04 21:07:01,55.7992,-4.3929,41.65,83,75,5.99
164,Berlevag,NO,2022-12-04 21:07:01,70.8578,29.0864,22.95,80,20,19.57
165,Vao,NC,2022-12-04 21:03:21,-22.6667,167.4833,76.84,88,100,18.77
166,Payo,ID,2022-12-04 21:07:02,-3.7508,103.6372,72.45,98,100,0.94
167,Porechye-Rybnoye,RU,2022-12-04 21:07:03,57.098,39.3835,9.34,89,100,7.34
168,Itarema,BR,2022-12-04 21:07:03,-2.9248,-39.9167,79.77,74,62,17.38
169,Konstantinovka,RU,2022-12-04 21:02:59,49.6167,127.9833,-13.02,89,6,6.98
170,Isiro,CD,2022-12-04 21:07:03,2.7739,27.616,67.64,83,100,2.28
171,Ostrovnoy,RU,2022-12-04 21:05:08,68.0531,39.5131,21.96,90,96,13.38
172,Eslov,SE,2022-12-04 21:07:04,55.8393,13.3039,38.43,95,100,14.41
173,Ancud,CL,2022-12-04 21:03:25,-41.8697,-73.8203,57.2,82,98,13.62
174,Abha,SA,2022-12-04 21:07:04,18.2164,42.5053,52.05,87,0,4.61
175,Barmer,IN,2022-12-04 21:07:05,25.75,71.3833,59.52,27,0,6.02
176,Komsomolskiy,UZ,2022-12-04 21:07:05,40.4272,71.7189,34.52,86,75,4.61
177,Ribeira Grande,PT,2022-12-04 21:07:06,38.5167,-28.7,59.4,72,20,9.22
178,Constitucion,CL,2022-12-04 21:03:48,-35.3333,-72.4167,66.58,57,2,17.85
179,Visby,SE,2022-12-04 21:07:17,57.6409,18.296,37.06,80,100,11.5
180,Olga,RU,2022-12-04 21:08:07,43.7444,135.2892,5.2,71,1,5.97
181,Sorong,ID,2022-12-04 21:08:08,-0.8833,131.25,78.71,84,100,5.41
182,Maku,IR,2022-12-04 21:08:08,39.2911,44.4521,35.55,84,99,3.24
183,Kerema,PG,2022-12-04 21:08:09,-7.9631,145.7785,77.9,80,98,3.06
184,Jiayuguan,CN,2022-12-04 21:08:09,39.8167,98.3,16.41,72,65,2.57
185,Saint-Pierre,RE,2022-12-04 21:05:50,-21.3393,55.4781,73.08,73,0,6.91
186,Borogontsy,RU,2022-12-04 21:08:10,62.6683,131.1683,-25.69,97,100,7.27
187,Shuangcheng,CN,2022-12-04 21:08:11,45.35,126.2833,-0.38,91,4,6.42
188,Meulaboh,ID,2022-12-04 21:08:11,4.1363,96.1285,76.35,90,100,8.63
189,San Juan De Abajo,MX,2022-12-04 21:08:12,20.8167,-105.1833,80.28,78,0,10.36
190,Bom Jesus,BR,2022-12-04 21:04:45,-9.0744,-44.3586,78.76,67,86,4.83
191,Agadez,NE,2022-12-04 21:08:12,19.75,10.25,73.06,19,8,5.88
192,Antalaha,MG,2022-12-04 21:08:13,-14.9003,50.2788,72.86,89,76,4.92
193,Simplicio Mendes,BR,2022-12-04 21:08:14,-7.8539,-41.9103,80.71,56,79,3.87
194,Mandapam,IN,2022-12-04 21:08:14,9.2833,79.1167,79.95,81,69,17.43
195,Moree,AU,2022-12-04 21:04:48,-29.4667,149.85,69.49,59,0,7.7
196,Amapa,BR,2022-12-04 21:08:15,1.0,-52.0,78.31,74,100,1.52
197,Anadyr,RU,2022-12-04 21:08:15,64.75,177.4833,12.7,85,20,31.32
198,Vengerovo,RU,2022-12-04 21:08:16,55.6848,76.7471,-11.58,99,17,2.48
199,Willowmore,ZA,2022-12-04 21:08:16,-33.2926,23.4895,56.64,72,66,7.87
200,Benghazi,LY,2022-12-04 21:08:17,32.1167,20.0667,65.91,55,88,14.45
201,Pevek,RU,2022-12-04 21:08:18,69.7008,170.3133,2.23,95,100,11.95
202,Hutchinson,US,2022-12-04 21:04:10,38.0608,-97.9298,46.58,41,0,3.44
203,Chardara,KZ,2022-12-04 21:08:19,41.2547,67.9692,25.74,53,100,8.59
204,Celestun,MX,2022-12-04 21:08:19,20.8667,-90.4,80.15,69,90,14.79
205,Shimoda,JP,2022-12-04 21:08:20,34.6667,138.95,50.11,82,98,13.91
206,Kalmunai,LK,2022-12-04 21:08:20,7.4167,81.8167,76.06,89,96,5.7
207,Gat,IL,2022-12-04 21:04:48,31.61,34.7642,62.4,64,0,4.92
208,Nanortalik,GL,2022-12-04 21:08:21,60.1432,-45.2371,26.29,66,92,6.96
209,Yulara,AU,2022-12-04 21:08:21,-25.2406,130.9889,78.1,20,0,8.34
210,Cherskiy,RU,2022-12-04 21:06:07,68.75,161.3,-31.47,100,41,3.69
211,Kaitangata,NZ,2022-12-04 21:08:22,-46.2817,169.8464,51.12,75,100,3.38
212,Lebedyn,UA,2022-12-04 21:08:23,50.5852,34.4849,20.88,43,8,11.99
213,Pasni,PK,2022-12-04 21:08:23,25.2631,63.471,73.44,60,0,7.0
214,Lumphat,KH,2022-12-04 21:08:24,13.4878,106.9816,71.15,90,31,4.56
215,San Cristobal,VE,2022-12-04 21:08:24,7.7669,-72.225,73.58,67,69,4.99
216,Eston,CA,2022-12-04 21:05:23,51.1501,-108.7514,23.92,80,47,18.61
217,Qui Nhon,VN,2022-12-04 21:04:49,13.7667,109.2333,74.97,90,81,9.73
218,Clyde River,CA,2022-12-04 21:08:25,70.4692,-68.5914,5.23,85,100,29.93
219,Portland,US,2022-12-04 21:05:31,45.5234,-122.6762,36.91,91,100,8.05
220,Malakal,SS,2022-12-04 21:08:26,9.5334,31.6605,82.51,30,43,7.11
221,Revda,RU,2022-12-04 21:08:26,56.801,59.9303,12.4,96,100,5.03
222,Quelimane,MZ,2022-12-04 21:08:26,-17.8786,36.8883,79.41,87,1,7.85
223,Honningsvag,NO,2022-12-04 21:08:27,70.9821,25.9704,28.15,74,75,13.8
224,Hue,VN,2022-12-04 21:09:27,16.4667,107.6,77.11,83,75,16.11
225,Codrington,AU,2022-12-04 21:09:27,-38.2667,141.9667,55.67,83,100,18.07
226,Yenagoa,NG,2022-12-04 21:09:28,4.9247,6.2642,77.97,87,2,4.25
227,Bukama,CD,2022-12-04 21:09:28,-9.2,25.85,67.95,97,100,0.34
228,Luderitz,NA,2022-12-04 21:09:29,-26.6481,15.1594,61.88,67,3,20.11
229,Muros,ES,2022-12-04 21:09:29,42.7762,-9.0603,47.68,91,78,4.03
230,Samarai,PG,2022-12-04 21:09:29,-10.6167,150.6667,80.46,76,62,10.63
231,Chapais,CA,2022-12-04 21:09:30,49.7834,-74.8492,10.18,95,100,8.23
232,Avarua,CK,2022-12-04 21:09:30,-21.2078,-159.775,84.25,79,100,9.22
233,Half Moon Bay,US,2022-12-04 21:09:31,37.4636,-122.4286,62.02,74,0,12.66
234,Le Port,RE,2022-12-04 21:09:31,-20.9373,55.2919,75.16,65,100,3.98
235,Salalah,OM,2022-12-04 21:09:31,17.0151,54.0924,75.29,73,40,4.61
236,Jvari,GE,2022-12-04 21:09:32,42.7169,42.052,45.77,87,97,2.37
237,Pathein,MM,2022-12-04 21:09:33,16.7833,94.7333,74.91,90,87,5.19
238,Abrau-Dyurso,RU,2022-12-04 21:09:33,44.69,37.59,27.86,82,56,13.24
239,Guerrero Negro,MX,2022-12-04 21:08:24,27.9769,-114.0611,68.54,76,100,11.3
240,Eureka,US,2022-12-04 21:09:33,40.8021,-124.1637,52.41,89,94,8.99
241,Haines Junction,CA,2022-12-04 21:09:34,60.7522,-137.5108,18.21,94,66,1.05
242,Groton,US,2022-12-04 21:09:34,41.3501,-72.0784,41.79,50,0,6.91
243,Sola,VU,2022-12-04 21:09:35,-13.8833,167.55,82.06,74,100,14.25
244,Masuda,JP,2022-12-04 21:09:35,34.6667,131.85,45.55,72,100,4.72
245,Sirvintos,LT,2022-12-04 21:09:36,55.05,24.95,28.24,91,100,10.87
246,Comodoro Rivadavia,AR,2022-12-04 21:09:36,-45.8667,-67.5,73.26,23,20,17.27
247,Tessalit,ML,2022-12-04 21:09:36,20.1986,1.0114,78.19,16,90,6.06
248,Geraldton,AU,2022-12-04 21:09:37,-28.7667,114.6,64.81,88,8,5.75
249,Upernavik,GL,2022-12-04 21:09:37,72.7868,-56.1549,21.36,71,100,5.57
250,Matay,EG,2022-12-04 21:09:38,28.419,30.7792,62.64,69,0,15.08
251,Sabha,LY,2022-12-04 21:09:38,27.0377,14.4283,68.59,22,1,9.31
252,Maceio,BR,2022-12-04 21:09:36,-9.6658,-35.7353,76.44,88,75,8.05
253,Jalu,LY,2022-12-04 21:04:48,29.0331,21.5482,61.86,48,5,8.93
254,Hamilton,US,2022-12-04 21:07:33,39.1834,-84.5333,43.75,35,0,6.91
255,Lata,PT,2022-12-04 21:09:39,40.1629,-8.3327,50.07,82,84,6.04
256,Aykhal,RU,2022-12-04 21:09:39,66.0,111.5,-15.65,98,100,27.36
257,Neiafu,TO,2022-12-04 21:09:40,-18.65,-173.9833,84.88,79,20,4.61
258,Port Hardy,CA,2022-12-04 21:09:40,50.6996,-127.4199,37.18,69,4,2.21
259,Viedma,AR,2022-12-04 21:09:41,-40.8135,-62.9967,80.82,18,57,3.98
260,Ballina,AU,2022-12-04 21:09:41,-28.8667,153.5667,68.02,91,60,9.15
261,Okha,RU,2022-12-04 21:09:41,53.5739,142.9478,-5.03,87,68,23.58
262,Kodinsk,RU,2022-12-04 21:09:42,58.6881,99.1844,-6.45,97,83,6.06
263,Los Zacatones,MX,2022-12-04 21:09:42,22.95,-102.05,70.07,30,2,11.79
264,Kropotkin,RU,2022-12-04 21:09:43,45.4375,40.5756,24.85,74,57,21.5
265,Aldan,RU,2022-12-04 21:09:43,58.6031,125.3894,4.55,93,100,20.2
266,Harrisburg,US,2022-12-04 21:09:03,40.2737,-76.8844,43.11,47,0,8.05
267,Rongcheng,CN,2022-12-04 21:09:44,30.634,117.8517,39.45,97,100,4.61
268,San Luis,AR,2022-12-04 21:08:30,-33.295,-66.3356,89.98,20,60,8.25
269,Cabo Rojo,PR,2022-12-04 21:10:44,18.0866,-67.1457,83.21,69,1,5.01
270,Lawrence,US,2022-12-04 21:06:29,38.9717,-95.2353,46.78,35,0,5.75
271,Lyngseidet,NO,2022-12-04 21:10:45,69.5763,20.2189,24.8,80,20,15.88
272,Barillas,GT,2022-12-04 21:10:45,15.8036,-91.3158,68.02,64,19,5.26
273,Sheltozero,RU,2022-12-04 21:10:45,61.3667,35.3667,22.93,92,100,10.92
274,Asau,RO,2022-12-04 21:10:46,46.4333,26.4,29.32,98,100,3.53
275,Nome,US,2022-12-04 21:10:46,64.5011,-165.4064,33.87,86,100,26.46
276,Alberton,CA,2022-12-04 21:10:47,46.8168,-64.0654,31.15,64,47,15.82
277,Aklavik,CA,2022-12-04 21:10:47,68.2191,-135.0107,-12.08,99,98,7.54
278,Virtsu,EE,2022-12-04 21:10:47,58.5716,23.5115,28.98,94,100,9.8
279,Mecca,SA,2022-12-04 21:10:48,21.4267,39.8261,76.77,74,98,5.46
280,Daru,PG,2022-12-04 21:10:48,-9.0763,143.2092,79.86,75,82,2.95
281,Hambantota,LK,2022-12-04 21:10:48,6.1241,81.1185,76.32,87,100,5.48
282,Banda Aceh,ID,2022-12-04 21:10:49,5.5577,95.3222,78.51,81,100,6.6
283,Asyut,EG,2022-12-04 21:10:49,27.181,31.1837,61.74,51,17,9.73
284,Qasigiannguit,GL,2022-12-04 21:10:49,68.8193,-51.1922,32.25,75,100,5.37
285,Victoria,HK,2022-12-04 21:10:50,22.2855,114.1577,66.25,81,100,15.01
286,Sampang,ID,2022-12-04 21:10:50,-7.1872,113.2394,79.2,83,99,2.84
287,Orbetello,IT,2022-12-04 21:10:50,42.4408,11.2196,55.09,88,99,9.37
288,Mahebourg,MU,2022-12-04 21:10:51,-20.4081,57.7,76.24,79,66,11.45
289,Vostok,RU,2022-12-04 21:10:51,46.4856,135.8833,-12.66,98,100,5.44
290,Camacha,PT,2022-12-04 21:10:52,33.0833,-16.3333,58.42,77,20,18.41
291,Lakatoro,VU,2022-12-04 21:10:52,-16.0999,167.4164,82.6,70,100,8.63
292,Terrace,CA,2022-12-04 21:10:52,54.5163,-128.6035,30.74,63,1,3.96
293,Napoleon,US,2022-12-04 21:10:53,41.3923,-84.1252,37.76,31,0,11.97
294,Tilichiki,RU,2022-12-04 21:10:53,60.4667,166.1,-0.17,94,100,11.41
295,Sao Jose De Ribamar,BR,2022-12-04 21:10:53,-2.5619,-44.0542,84.58,80,87,12.35
