City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,La Asuncion,VE,11.0333,-63.8628,80.33,74,20,11.5,few clouds
349,Esna,EG,25.2934,32.554,64.47,30,0,6.15,clear sky
350,Jacqueville,CI,5.2052,-4.4146,80.83,83,28,9.71,scattered clouds
351,Tra Vinh,VN,9.9347,106.3453,74.66,88,65,7.45,broken clouds
352,Plainview,US,40.7765,-73.4673,39.06,75,100,5.75,overcast clouds
353,Purranque,CL,-40.9167,-73.1667,67.33,40,56,5.37,broken clouds
354,Takoradi,GH,4.8845,-1.7554,79.93,82,11,7.27,light rain
355,Vernon,CA,50.2581,-119.2691,36.75,90,100,3.44,overcast clouds
356,Kaitangata,NZ,-46.2817,169.8464,58.41,74,93,5.73,overcast clouds
357,Nakhon Phanom,TH,17.3333,104.4167,64.2,82,89,4.12,overcast clouds
358,Isangel,VU,-19.55,169.2667,84.31,79,100,0.0,overcast clouds
359,Ipixuna,BR,-1.7625,-48.8043,77.92,84,79,5.21,broken clouds
360,Yoichi,JP,43.2039,140.7703,32.27,75,93,7.02,overcast clouds
361,Beruwala,LK,6.4788,79.9828,77.59,83,81,6.93,moderate rain
362,Flinders,AU,-34.5833,150.8552,73.18,64,2,5.99,clear sky
363,Kikinda,RS,45.8297,20.4653,52.03,94,100,8.75,moderate rain
364,Manono,CD,-7.3,27.4167,68.32,89,45,1.68,scattered clouds
365,Samarai,PG,-10.6167,150.6667,83.55,75,57,4.88,broken clouds
366,Fremont,US,37.5483,-121.9886,58.68,93,100,11.5,moderate rain
367,Cabo San Lucas,MX,22.8909,-109.9124,81.7,55,0,6.91,clear sky
368,Raahe,FI,64.6833,24.4833,24.89,90,99,15.35,overcast clouds
369,Moroni,KM,-11.7022,43.2551,79.05,79,76,0.69,broken clouds
370,Holoby,UA,51.0865,25.0077,32.05,98,100,8.88,light snow
371,Port Keats,AU,-14.25,129.55,86.79,71,50,4.32,scattered clouds
372,Fershampenuaz,RU,53.5202,59.8117,6.76,72,97,11.61,overcast clouds
373,Cassilandia,BR,-19.1133,-51.7342,75.99,74,68,1.9,broken clouds
374,Changji,CN,44.0167,87.3167,7.59,85,0,2.24,clear sky
375,Mount Isa,AU,-20.7333,139.5,91.17,13,0,11.5,clear sky
376,Port Hardy,CA,50.6996,-127.4199,42.98,87,75,9.22,light rain
377,Ventspils,LV,57.3894,21.5606,21.13,100,100,5.75,overcast clouds
378,Portland,US,45.5234,-122.6762,51.46,88,100,15.01,overcast clouds
379,Havoysund,NO,70.9963,24.6622,23.23,85,40,12.44,scattered clouds
380,Karakol,KG,42.4907,78.3936,11.07,56,38,7.72,scattered clouds
381,Mandalgovi,MN,45.7625,106.2708,11.19,32,100,16.11,overcast clouds
382,Liverpool,GB,53.4106,-2.9779,34.65,96,100,3.44,mist
383,Palmer,US,42.1584,-72.3287,36.21,64,100,4.61,overcast clouds
384,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,93,20,8.63,few clouds
385,College,US,64.8569,-147.8028,6.78,81,75,4.61,broken clouds
386,Shu,KZ,43.5983,73.7614,2.07,94,5,4.0,clear sky
387,Rio Grande,BR,-32.035,-52.0986,78.91,90,100,10.11,overcast clouds
388,Diamantino,BR,-14.4086,-56.4461,76.37,75,96,7.23,overcast clouds
389,Hamilton,US,39.1834,-84.5333,47.73,86,100,5.75,haze
390,Mercedes,AR,-34.6515,-59.4307,87.04,29,0,16.62,clear sky
391,Jackson,US,42.4165,-122.8345,47.01,75,90,2.01,overcast clouds
392,Ouallam,NE,14.3188,2.0866,71.89,14,1,9.44,clear sky
393,Caravelas,BR,-17.7125,-39.2481,77.16,89,81,7.92,broken clouds
394,Hauterive,FR,46.0901,3.4459,25.56,92,10,1.92,clear sky
395,Chandler,US,33.3062,-111.8412,69.24,38,0,1.01,clear sky
396,Sur,OM,22.5667,59.5289,73.83,67,2,1.45,light rain
397,Codrington,AU,-38.2667,141.9667,69.66,50,94,10.56,overcast clouds
398,Baturaja,ID,-4.1333,104.1667,71.04,95,100,2.21,overcast clouds
399,Kansanshi,ZM,-12.0951,26.4273,59.43,97,70,2.28,light rain
400,Ekhabi,RU,53.5102,142.9671,-8.18,99,91,6.73,overcast clouds
401,Pasni,PK,25.2631,63.471,72.75,40,0,7.74,clear sky
402,Xuddur,SO,4.1213,43.8894,72.18,81,97,9.73,overcast clouds
403,Allada,BJ,6.6655,2.1514,81.36,88,67,5.01,broken clouds
404,Dutse,NG,11.7594,9.3392,67.6,16,28,7.56,scattered clouds
405,Nador,MA,35.174,-2.9287,62.85,82,20,2.3,few clouds
406,Marrakesh,MA,31.6315,-8.0083,57.27,82,67,3.44,broken clouds
407,Treinta Y Tres,UY,-33.2333,-54.3833,71.11,69,58,13.42,broken clouds
408,Belle Fourche,US,44.6714,-103.8522,44.08,42,53,8.14,broken clouds
409,Kudat,MY,6.8837,116.8477,78.73,83,40,10.36,scattered clouds
410,Iskilip,TR,40.7353,34.4739,46.8,78,99,3.27,overcast clouds
411,Angol,CL,-37.8,-72.7167,71.15,36,0,8.46,clear sky
412,Beloha,MG,-25.1667,45.05,72.59,84,94,7.16,overcast clouds
413,Bezhetsk,RU,57.7851,36.6965,22.84,96,100,9.55,light snow
414,Torquay,GB,50.4638,-3.5143,36.68,89,7,4.94,clear sky
415,Devils Lake,US,48.1128,-98.8651,24.78,86,100,6.91,overcast clouds
416,Inhambane,MZ,-23.865,35.3833,75.85,85,1,4.81,clear sky
417,Kaseda,JP,31.4167,130.3167,57.47,73,74,13.2,broken clouds
418,Vao,NC,-22.6667,167.4833,78.3,78,100,9.44,overcast clouds
419,Havelock,US,34.8791,-76.9013,52.0,75,75,9.22,broken clouds
420,Port-Gentil,GA,-0.7193,8.7815,78.76,89,40,4.61,scattered clouds
421,Ostrovnoy,RU,68.0531,39.5131,15.26,88,100,5.17,overcast clouds
422,Gomel,BY,52.4345,30.9754,35.78,76,100,2.24,fog
423,Vredefort,ZA,-27.0081,27.3646,64.98,73,71,4.05,broken clouds
424,Wamba,NG,8.9333,8.6,73.67,23,1,5.32,clear sky
425,Ghanzi,BW,-21.5667,21.7833,73.67,63,47,7.74,scattered clouds
426,Agadez,NE,19.75,10.25,63.03,19,0,3.29,clear sky
427,Juegang,CN,32.3174,121.1855,44.91,64,22,14.99,few clouds
428,Totness,SR,5.8833,-56.3167,77.23,87,100,8.9,overcast clouds
429,San Cristobal,VE,7.7669,-72.225,71.78,95,94,1.74,overcast clouds
430,Sisimiut,GL,66.9395,-53.6735,22.6,77,45,7.34,scattered clouds
431,Fortuna,US,40.5982,-124.1573,50.94,94,100,6.91,overcast clouds
432,Moorhead,US,46.8739,-96.7676,30.22,88,100,8.05,mist
433,Panjab,AF,34.388,67.0233,19.24,92,100,2.26,overcast clouds
434,North Bend,US,43.4065,-124.2243,48.24,96,100,4.61,overcast clouds
435,Copiapo,CL,-27.3667,-70.3333,67.69,58,46,6.46,scattered clouds
436,Alexandria,EG,31.2156,29.9553,57.74,81,11,7.65,few clouds
437,Kieta,PG,-6.2167,155.6333,81.84,80,95,3.22,moderate rain
438,Diego De Almagro,CL,-26.3667,-70.05,71.31,47,84,7.27,broken clouds
439,Talgar,KZ,43.3027,77.2395,-0.24,85,100,4.47,mist
440,Mabaruma,GY,8.2,-59.7833,73.02,98,100,2.75,overcast clouds
441,Ostashkov,RU,57.1467,33.1075,18.68,96,100,7.43,overcast clouds
442,Plettenberg Bay,ZA,-34.0527,23.3716,67.06,98,100,5.3,light rain
443,Santo Tomas,PH,14.1079,121.1414,77.25,94,100,1.99,moderate rain
444,Cerrito,CO,6.8432,-72.694,54.84,94,65,2.68,broken clouds
445,Paamiut,GL,61.994,-49.6678,21.58,60,1,12.5,clear sky
446,Atascadero,US,35.4894,-120.6707,56.03,94,99,17.0,moderate rain
447,Catamarca,AR,-28.4696,-65.7852,80.78,69,55,1.01,broken clouds
448,Sakiai,LT,54.9547,23.0358,25.81,86,100,5.97,overcast clouds
449,Kibaya,TZ,-5.3,36.5667,59.72,90,61,2.33,light rain
450,Half Moon Bay,US,37.4636,-122.4286,58.24,92,40,19.57,mist
451,Kirakira,SB,-10.4544,161.9205,79.11,89,100,6.53,overcast clouds
452,Roma,US,43.2128,-75.4557,32.09,67,0,5.75,clear sky
453,Formosa,AR,-26.1775,-58.1781,82.38,69,100,12.66,overcast clouds
454,Itaituba,BR,-4.2761,-55.9836,80.64,62,99,1.79,overcast clouds
455,Laguna,US,38.421,-121.4238,55.69,94,100,14.97,moderate rain
456,Horsham,GB,51.064,-0.3272,33.98,95,4,2.3,fog
457,Rocha,UY,-34.4833,-54.3333,65.25,72,20,8.32,few clouds
458,Ambilobe,MG,-13.2,49.05,73.4,89,0,3.31,clear sky
459,Anadyr,RU,64.75,177.4833,19.9,85,100,31.32,snow
460,Vitina,BA,43.2375,17.4839,56.77,97,100,4.38,overcast clouds
461,Male,MV,4.1748,73.5089,82.35,83,75,21.85,broken clouds
462,Keuruu,FI,62.2667,24.7,25.81,94,100,10.67,light snow
463,Kungurtug,RU,50.5994,97.5228,-5.66,100,100,1.43,overcast clouds
464,Sorland,NO,67.667,12.6934,30.06,68,93,14.27,light snow
465,Hammerfest,NO,70.6634,23.6821,19.85,73,17,4.61,few clouds
466,Huarmey,PE,-10.0681,-78.1522,69.26,80,92,8.39,overcast clouds
467,Mlimba,TZ,-8.8,35.8167,72.19,92,100,2.35,overcast clouds
468,Havre-Saint-Pierre,CA,50.2334,-63.5986,14.0,61,0,9.22,clear sky
469,Tarauaca,BR,-8.1614,-70.7656,79.65,79,100,1.99,overcast clouds
470,Newport,GB,51.5877,-2.9984,35.71,73,24,0.78,few clouds
471,Koungheul,SN,13.9833,-14.8,82.22,17,0,4.81,clear sky
472,Lucapa,AO,-8.4192,20.7447,64.2,95,99,1.3,overcast clouds
473,Shelburne,CA,44.0787,-80.2041,27.05,85,100,13.44,overcast clouds
474,San Antonio,US,29.4241,-98.4936,78.67,63,100,13.8,overcast clouds
475,Bull Savanna,JM,17.8868,-77.5902,74.1,68,6,0.89,clear sky
476,Bereda,ES,43.2686,-7.5406,41.41,100,100,0.98,overcast clouds
477,Grindavik,IS,63.8424,-22.4338,28.87,74,0,11.5,clear sky
478,Saint-Georges,GD,12.0564,-61.7485,80.28,74,20,5.75,few clouds
479,Pevek,RU,69.7008,170.3133,-11.96,94,100,13.56,overcast clouds
480,Ahvaz,IR,31.3203,48.6693,55.35,54,0,4.61,clear sky
481,Progreso,MX,21.2833,-89.6667,86.11,75,16,14.07,few clouds
482,Touros,BR,-5.1989,-35.4608,79.38,81,44,12.5,scattered clouds
483,Genhe,CN,50.7833,121.5167,-15.2,100,100,1.59,overcast clouds
484,Yei,SS,4.095,30.6779,72.19,68,77,3.02,broken clouds
485,Ulma,DE,48.3984,9.9916,29.39,96,54,1.01,broken clouds
486,Ixtapa,MX,20.7,-105.2,81.23,74,20,10.36,few clouds
487,Zhigansk,RU,66.7697,123.3711,-46.32,98,56,6.31,broken clouds
488,Hohhot,CN,40.8106,111.6522,-0.11,71,0,6.71,clear sky
489,Calvia,ES,39.5657,2.5062,50.07,80,50,5.21,scattered clouds
490,Carbonia,IT,39.1672,8.5222,54.25,73,65,21.25,broken clouds
491,Shimoda,JP,34.6667,138.95,54.1,67,27,16.78,scattered clouds
492,Makarov,RU,48.6333,142.8,16.75,82,99,6.2,overcast clouds
493,Green River,US,41.5286,-109.4662,28.8,63,74,2.3,broken clouds
494,Santa Isabel,BR,-23.3156,-46.2214,79.9,84,64,0.51,broken clouds
495,Arrifes,PT,37.7667,-25.7,64.24,88,20,18.41,few clouds
496,Lebyazhye,RU,55.2689,66.4947,12.18,77,100,10.85,overcast clouds
497,Bubaque,GW,11.2833,-15.8333,81.3,74,6,15.59,clear sky
498,Ust-Maya,RU,60.4167,134.5333,-17.3,99,100,0.45,overcast clouds
499,Virginia Beach,US,36.8529,-75.978,50.04,82,75,9.22,broken clouds
500,Kostomuksha,RU,64.571,30.5767,16.81,95,100,6.87,light snow
501,Zyryanka,RU,65.75,150.85,-41.78,93,83,8.43,broken clouds
502,Manitouwadge,CA,49.1215,-85.8403,18.73,88,100,4.79,overcast clouds
503,Nyaunglebin,MM,17.95,96.7333,68.43,83,62,4.18,broken clouds
504,Augustow,PL,53.8432,22.9798,26.28,93,100,7.25,overcast clouds
505,Tura,IN,25.5198,90.2201,57.79,82,1,3.27,clear sky
506,Ivangorod,RU,59.3716,28.2162,12.54,100,98,4.45,overcast clouds
507,Weihai,CN,37.5017,122.1136,37.04,57,6,20.38,clear sky
508,La Palma,US,33.8464,-118.0467,67.19,70,40,8.05,scattered clouds
509,Port Moresby,PG,-9.4431,147.1797,80.02,89,40,9.22,scattered clouds
510,Ballina,AU,-28.8667,153.5667,74.79,79,60,10.31,broken clouds
511,Dukat,RU,62.55,155.55,-31.36,100,91,3.33,overcast clouds
512,Maxixe,MZ,-23.8597,35.3472,74.86,88,1,3.87,clear sky
513,Pangkalanbuun,ID,-2.6833,111.6167,73.83,92,100,1.32,overcast clouds
514,Bressuire,FR,46.9167,-0.5,30.11,84,85,6.17,overcast clouds
515,Clarence Town,AU,-32.5833,151.7833,74.14,48,1,3.13,clear sky
516,Yar-Sale,RU,66.8333,70.8333,-19.05,100,31,5.57,scattered clouds
517,Kawalu,ID,-7.3817,108.2082,71.67,94,98,1.21,overcast clouds
518,Vestmannaeyjar,IS,63.4427,-20.2734,32.07,64,4,9.42,clear sky
519,Udachnyy,RU,66.4167,112.4,-35.55,65,94,3.76,overcast clouds
520,Mahebourg,MU,-20.4081,57.7,76.24,88,75,5.75,broken clouds
521,Fougamou,GA,-1.2154,10.5838,73.71,97,88,1.3,light rain
522,Surcin,RS,44.7931,20.2803,46.53,97,75,14.97,moderate rain
523,Manzhouli,CN,49.6,117.4333,-4.16,85,4,5.86,clear sky
524,San Juan,AR,-31.5375,-68.5364,94.3,21,0,8.48,clear sky
525,Kollam,IN,8.8833,76.6,76.53,86,75,7.85,broken clouds
526,Nabire,ID,-3.3667,135.4833,80.17,81,97,1.77,overcast clouds
527,Synya,RU,65.3718,58.0387,-23.6,100,75,1.97,broken clouds
528,Khairagarh,IN,26.95,77.8167,58.5,47,0,4.9,clear sky
529,Kichmengskiy Gorodok,RU,59.9816,45.7854,15.58,94,100,6.26,overcast clouds
530,Coos Bay,US,43.3665,-124.2179,48.31,96,100,4.61,overcast clouds
531,Saint Anthony,US,45.0205,-93.218,34.84,90,100,4.61,mist
532,Jacareacanga,BR,-6.2222,-57.7528,78.85,72,92,1.39,overcast clouds
533,Nouakchott,MR,18.0858,-15.9785,75.13,57,0,12.21,clear sky
534,Tocache,PE,-8.1842,-76.5125,78.31,75,58,2.01,broken clouds
535,Humberto De Campos,BR,-2.5983,-43.4611,79.02,81,9,8.37,clear sky
536,Freetown,SL,8.484,-13.2299,80.08,82,52,6.44,broken clouds
537,Saint-Joseph,RE,-21.3667,55.6167,77.38,86,36,8.37,scattered clouds
538,Palu,ID,-0.8917,119.8707,77.09,94,85,2.04,overcast clouds
539,Bandar,ID,2.05,99.75,72.46,99,100,1.63,overcast clouds
540,Ereymentau,KZ,51.6199,73.1033,-0.4,83,66,13.49,broken clouds
541,Rodos,GR,36.4408,28.2225,67.78,83,40,9.22,scattered clouds
542,Hokitika,NZ,-42.7167,170.9667,55.0,91,100,5.61,light rain
543,Krasnoarmeysk,RU,51.0239,45.6969,20.28,82,73,13.65,broken clouds
544,Ono,JP,34.85,134.9333,51.22,71,100,3.71,overcast clouds
545,Namatanai,PG,-3.6667,152.4333,83.39,70,96,4.97,overcast clouds
546,Akyab,MM,20.15,92.9,72.91,83,4,8.48,clear sky
547,Ambulu,ID,-8.345,113.6058,76.14,89,73,2.33,broken clouds
548,Barcelos,PT,41.5388,-8.6151,50.14,88,100,3.65,light rain
549,Maniitsoq,GL,65.4167,-52.9,24.93,72,31,5.86,scattered clouds
550,Kargasok,RU,59.0556,80.8572,-10.84,98,99,4.81,overcast clouds
551,San Rafael,AR,-34.6177,-68.3301,91.08,19,0,8.19,clear sky
552,Port Augusta,AU,-32.5,137.7667,74.97,52,46,16.02,scattered clouds
553,Belmonte,BR,-15.8631,-38.8828,77.16,91,97,8.77,overcast clouds
554,Phan Thiet,VN,10.9333,108.1,71.89,88,86,6.13,overcast clouds
555,Takab,IR,36.4009,47.1133,29.75,83,7,1.99,clear sky
556,Abu Zabad,SD,12.35,29.25,63.93,21,10,9.22,clear sky
557,Abnub,EG,27.2696,31.1511,57.42,36,0,2.82,clear sky
558,Severomuysk,RU,56.1481,113.4267,-7.1,100,100,3.04,overcast clouds
559,Tautira,PF,-17.7333,-149.15,78.4,75,95,6.06,light rain
560,Teya,RU,60.3778,92.6267,-32.44,100,97,2.75,overcast clouds
561,Kamaishi,JP,39.2667,141.8833,39.16,88,100,6.49,light rain
562,Mbigou,GA,-1.9005,11.906,68.02,97,69,1.92,light rain
563,Ratnagiri,IN,16.9833,73.3,73.13,47,32,4.74,scattered clouds
564,Maun,BW,-19.9833,23.4167,71.56,100,40,3.44,scattered clouds
565,Isabela,PH,6.7085,121.9711,77.05,86,99,8.57,overcast clouds
566,Songjianghe,CN,42.1859,127.479,4.55,96,20,2.91,few clouds
567,Brae,GB,60.3964,-1.353,39.42,59,95,13.8,light rain
568,Conde,BR,-7.2597,-34.9075,80.06,78,20,8.05,few clouds
569,Srednekolymsk,RU,67.45,153.6833,-44.57,98,81,7.94,broken clouds
570,Klaksvik,FO,62.2266,-6.589,36.52,69,96,26.82,light rain
571,Gander,CA,48.9682,-54.5906,28.53,100,100,19.57,light snow
572,Bella Vista,US,36.4295,-94.2316,50.27,93,100,9.22,overcast clouds
573,Mikuni,JP,36.2171,136.1519,48.11,93,100,27.07,light rain
574,Presidente Medici,BR,-11.1753,-61.9014,73.45,95,100,3.83,overcast clouds
575,Pleshanovo,RU,52.8333,53.4833,13.69,89,100,12.39,overcast clouds
576,Rock Sound,BS,24.9,-76.2,76.53,74,6,12.33,clear sky
577,Matara,LK,5.9485,80.5353,75.72,89,100,9.46,overcast clouds
578,Fuyang,CN,32.9,115.8167,31.24,54,54,5.91,broken clouds
579,Tawang,IN,27.5833,91.8667,35.37,48,0,6.44,clear sky
580,Zholymbet,KZ,51.7433,71.7122,0.12,84,57,11.07,broken clouds
581,Nikel,RU,69.4128,30.222,8.78,95,95,4.18,overcast clouds
582,Ostuni,IT,40.7276,17.5764,58.59,76,100,20.56,overcast clouds
583,Ler,SS,8.3018,30.1418,74.88,37,2,5.3,clear sky
584,Mancio Lima,BR,-7.6142,-72.8958,89.67,62,20,4.61,few clouds
585,Gusau,NG,12.1628,6.6614,69.49,16,12,8.32,few clouds
586,Arman,RU,59.7,150.1667,-17.21,96,83,6.08,broken clouds
587,Lufilufi,WS,-13.8745,-171.5986,89.38,77,17,14.2,light rain
588,Kudahuvadhoo,MV,2.6708,72.8944,80.89,80,87,15.86,overcast clouds
589,San Policarpo,PH,12.1791,125.5072,77.18,90,89,5.73,overcast clouds
590,Jurm,AF,36.8648,70.8342,27.73,62,98,6.22,overcast clouds
591,Uruzgan,AF,32.8333,66.0,38.75,53,99,3.96,overcast clouds
592,Do Gonbadan,IR,30.3586,50.7981,42.89,93,4,0.0,clear sky
593,Krasnoborsk,RU,61.5598,45.934,6.22,96,88,5.48,overcast clouds
594,Bechem,GH,7.0903,-2.025,77.16,47,40,2.17,scattered clouds
595,Kang,BW,-23.6752,22.7876,74.07,60,60,6.91,broken clouds
596,Loiza,PR,18.4313,-65.8802,78.78,75,40,5.75,scattered clouds
597,Yafran,LY,32.0633,12.5286,58.19,65,51,10.22,broken clouds
598,Roald,NO,62.5833,6.1333,26.76,86,0,8.05,clear sky
599,Lazaro Cardenas,MX,17.9583,-102.2,80.83,70,2,7.76,clear sky
600,Kirovskiy,RU,45.0917,133.5136,5.76,96,46,2.44,scattered clouds
601,Asyut,EG,27.181,31.1837,57.38,37,0,3.4,clear sky
602,Claye-Souilly,FR,48.9449,2.6857,32.02,94,75,6.91,mist
603,Kalmunai,LK,7.4167,81.8167,74.25,82,90,1.48,overcast clouds
604,Champerico,GT,14.3,-91.9167,91.94,73,14,5.32,few clouds
605,Marsaxlokk,MT,35.8419,14.5431,61.09,88,20,10.36,few clouds
606,Volnovakha,UA,47.601,37.4967,43.18,98,100,15.01,light rain
607,Marawi,PH,7.9986,124.2928,69.37,82,100,4.52,overcast clouds
608,Howard Springs,AU,-12.497,131.047,87.71,70,93,3.71,overcast clouds
609,Akdepe,TM,42.0551,59.3788,8.69,63,0,9.55,clear sky
610,Frutigen,CH,46.5878,7.6475,30.18,98,99,2.21,overcast clouds
611,Kuito,AO,-12.3833,16.9333,58.73,95,99,3.04,light rain
612,Rosarito,MX,32.3333,-117.0333,67.41,65,3,6.58,clear sky
613,Gamba,GA,-2.65,10.0,76.86,87,98,3.76,light rain
614,Puerto Carreno,CO,6.189,-67.4859,87.78,62,40,5.75,scattered clouds
615,Tabas,IR,33.5959,56.9244,41.22,45,56,4.61,broken clouds
616,Yenagoa,NG,4.9247,6.2642,79.07,85,100,4.99,overcast clouds
617,Northam,GB,51.0333,-4.2167,35.38,81,77,3.36,snow
618,Pleasanton,US,37.6624,-121.8747,57.45,94,100,14.97,light rain
619,Khasan,RU,42.4308,130.6434,23.59,51,0,18.95,clear sky
620,Avera,US,33.194,-82.5271,54.37,78,100,4.54,overcast clouds
621,Bavly,RU,54.393,53.2602,16.09,79,100,17.94,overcast clouds
622,Flagstaff,US,35.1981,-111.6513,48.6,25,0,11.5,clear sky
623,Ivnya,RU,51.0629,36.1343,41.61,98,100,13.51,overcast clouds
624,Yelizovo,RU,53.1873,158.3805,6.94,72,75,6.71,broken clouds
625,Torrington,US,41.8007,-73.1212,35.28,70,3,1.01,clear sky
626,Jiwani,PK,25.05,61.7417,72.18,53,1,6.91,clear sky
627,Ayan,RU,56.45,138.1667,3.09,73,100,8.88,overcast clouds
628,Puebloviejo,CO,10.9938,-74.2844,84.38,61,20,18.41,few clouds
629,Hovd,MN,48.0056,91.6419,-0.56,58,62,10.51,broken clouds
630,Bilma,NE,18.6853,12.9164,68.31,16,0,8.16,clear sky
631,Fukue,JP,32.6881,128.8419,56.39,65,99,20.38,overcast clouds
632,Sawakin,SD,19.1059,37.3321,76.77,69,12,8.63,few clouds
633,Ahipara,NZ,-35.1667,173.1667,69.35,85,100,4.7,light rain
634,Pingliang,CN,35.5392,106.6861,23.41,59,39,3.56,scattered clouds
635,Macusani,PE,-14.0833,-70.4333,41.79,74,55,8.01,broken clouds
636,Shestakovo,RU,56.4915,103.96,10.18,80,100,11.39,overcast clouds
637,God,HU,47.6832,19.1342,43.16,96,100,8.1,light rain
638,Bemidji,US,47.4736,-94.8803,31.05,98,0,0.0,mist
639,Komsomolskiy,UZ,40.4272,71.7189,29.12,74,75,2.3,mist
640,Bonfim,BR,3.0833,-59.95,80.35,71,92,6.93,overcast clouds
641,Praya,CV,14.9215,-23.5087,75.74,83,20,18.41,few clouds
642,Oistins,BB,13.0667,-59.5333,75.29,73,20,4.61,few clouds
643,Aleksandrov Gay,RU,50.147,48.5704,20.35,52,22,13.4,few clouds
644,Chornoliztsi,UA,48.8303,24.8958,36.88,95,100,3.56,overcast clouds
645,Ponta Pora,BR,-22.5361,-55.7256,75.47,80,64,4.14,broken clouds
646,Nyurba,RU,63.2842,118.3319,-37.82,100,100,3.22,overcast clouds
647,Bukama,CD,-9.2,25.85,67.8,94,91,1.59,light rain
648,Nisia Floresta,BR,-6.0911,-35.2086,81.41,82,76,8.77,broken clouds
649,Rincon,US,32.296,-81.2354,55.85,92,100,4.61,mist
650,Khapa,IN,21.4333,78.9667,69.75,38,89,3.94,overcast clouds
651,Atar,MR,20.5169,-13.0499,78.6,17,2,5.79,clear sky
652,Upata,VE,8.0086,-62.3989,80.19,95,54,3.62,broken clouds
653,Sibolga,ID,1.7427,98.7792,74.14,94,100,3.33,overcast clouds
654,Odweyne,SO,9.4092,45.064,64.13,35,9,8.3,clear sky
655,Dniprorudne,UA,47.3817,34.9765,49.33,94,97,15.99,overcast clouds
656,Asau,RO,46.4333,26.4,43.72,88,99,0.47,overcast clouds
657,Mesetas,CO,3.3846,-74.0442,72.46,91,75,2.93,broken clouds
658,Fujinomiya,JP,35.2167,138.6167,50.58,69,69,3.47,broken clouds
659,Shenjiamen,CN,29.9576,122.298,51.62,72,86,26.6,overcast clouds
660,Zonguldak,TR,41.25,31.8333,52.41,64,100,4.9,overcast clouds
661,Arkhipo-Osipovka,RU,44.37,38.52,53.67,78,100,9.6,overcast clouds
662,Singapore,SG,1.2897,103.8501,78.84,92,40,5.75,thunderstorm
663,Varna,BG,43.2167,27.9167,61.23,89,100,8.05,light rain
664,Manavalakurichi,IN,8.1333,77.3,76.19,86,22,12.84,few clouds
665,Paragominas,BR,-2.9667,-47.4833,73.22,91,55,2.62,broken clouds
666,Abu Samrah,SY,35.3029,37.1841,51.91,73,14,3.0,few clouds
667,Mount Gambier,AU,-37.8333,140.7667,65.5,64,74,9.98,broken clouds
668,Flin Flon,CA,54.7682,-101.865,10.24,92,40,2.3,scattered clouds
669,Mbabane,SZ,-26.3167,31.1333,60.22,95,12,1.07,light rain
670,Corpus Christi,US,27.8006,-97.3964,80.69,81,75,20.71,broken clouds
671,Upington,ZA,-28.4478,21.2561,75.58,57,85,6.91,overcast clouds
672,Ngaoundere,CM,7.3167,13.5833,66.9,29,0,3.24,clear sky
673,Bella Union,UY,-30.2752,-57.6007,79.79,53,100,5.5,overcast clouds
674,Suoyarvi,RU,62.0833,32.35,12.09,98,98,4.85,overcast clouds
675,Grand Gaube,MU,-20.0064,57.6608,76.37,73,23,4.0,few clouds
676,Mao,ES,39.8885,4.2658,50.56,71,0,5.75,clear sky
677,Misratah,LY,32.3754,15.0925,69.37,60,100,18.1,light rain
678,Gumdag,TM,39.2061,54.5906,28.26,44,0,22.35,clear sky
679,Baruun-Urt,MN,46.6806,113.2792,0.63,74,63,11.54,broken clouds
680,Malpe,IN,13.35,74.7167,74.5,93,100,9.51,overcast clouds
681,Simbahan,PH,6.3032,120.5836,79.18,87,100,20.2,overcast clouds
682,Kununurra,AU,-15.7667,128.7333,82.38,74,51,1.14,broken clouds
683,Koprivnica,HR,46.1628,16.8275,34.29,98,100,18.75,light snow
684,Harper,LR,4.375,-7.7169,79.12,82,60,5.86,broken clouds
685,Eirunepe,BR,-6.6603,-69.8736,76.73,89,100,2.77,overcast clouds
686,Tucuman,AR,-26.8241,-65.2226,75.2,78,0,4.61,moderate rain
687,Ucluelet,CA,48.9329,-125.5528,45.09,92,100,1.01,overcast clouds
688,Hofn,IS,64.2539,-15.2082,31.98,44,1,5.53,clear sky
